RequestID,ClientID,RequestDate,RequestType,Status
610,6441,2024-05-11,Issue Resolution,Pending
611,9039,2024-09-03,Portfolio Review,Closed
612,3213,2025-02-24,Portfolio Review,Open
613,8068,2025-04-28,Issue Resolution,Pending
614,1165,2024-06-30,Issue Resolution,Pending
615,412,2024-03-12,Account Opening,Closed
616,6947,2024-06-19,Issue Resolution,Open
617,4690,2024-06-29,Account Opening,Open
618,1298,2023-09-07,Portfolio Review,Open
619,2006,2024-07-24,Portfolio Review,Open
620,6527,2024-11-04,Issue Resolution,Closed
621,9492,2024-05-02,Account Opening,Closed
622,3703,2023-08-22,Issue Resolution,Pending
623,3718,2024-12-20,Portfolio Review,Pending
624,6163,2024-03-18,Issue Resolution,Pending
625,1543,2024-04-03,Account Opening,Pending
626,8596,2024-08-13,Portfolio Review,Closed
627,7397,2024-03-05,Issue Resolution,Closed
628,7610,2023-12-27,Issue Resolution,Pending
629,5899,2024-11-04,Account Opening,Pending
630,5606,2025-01-17,Issue Resolution,Pending
631,201,2025-02-14,Account Opening,Pending
632,5485,2025-05-19,Portfolio Review,Closed
633,5313,2024-12-19,Portfolio Review,Pending
634,2636,2025-06-18,Issue Resolution,Closed
635,4709,2023-08-08,Account Opening,Closed
636,7122,2024-04-11,Portfolio Review,Pending
637,9344,2025-04-06,Portfolio Review,Open
638,8232,2023-12-29,Account Opening,Open
639,1430,2024-10-18,Portfolio Review,Closed
640,539,2024-07-09,Portfolio Review,Pending
641,1040,2023-12-18,Issue Resolution,Pending
642,5920,2024-03-29,Account Opening,Closed
643,7596,2025-01-12,Portfolio Review,Closed
644,759,2024-07-05,Account Opening,Closed
645,6099,2024-03-07,Portfolio Review,Closed
646,6951,2025-05-04,Portfolio Review,Pending
647,2366,2024-09-18,Portfolio Review,Pending
648,8233,2024-05-24,Portfolio Review,Closed
649,863,2025-04-13,Portfolio Review,Pending
650,4412,2025-07-10,Portfolio Review,Pending
651,9875,2024-12-08,Account Opening,Open
652,4678,2024-06-12,Issue Resolution,Open
653,3900,2023-09-26,Portfolio Review,Open
654,9903,2023-09-22,Portfolio Review,Open
655,3132,2023-10-04,Issue Resolution,Open
656,4437,2023-12-06,Issue Resolution,Pending
657,3616,2023-10-06,Issue Resolution,Open
658,8825,2024-07-22,Portfolio Review,Pending
659,6342,2025-05-06,Portfolio Review,Pending
660,3777,2024-04-15,Portfolio Review,Closed
661,3098,2024-09-12,Issue Resolution,Open
662,1403,2023-08-02,Account Opening,Open
663,5018,2024-04-19,Portfolio Review,Closed
664,4305,2024-12-30,Portfolio Review,Closed
665,7379,2025-04-22,Issue Resolution,Open
666,7828,2025-04-28,Account Opening,Open
667,4038,2025-01-20,Portfolio Review,Closed
668,5709,2024-06-29,Portfolio Review,Open
669,1636,2024-01-15,Account Opening,Pending
670,6427,2023-10-23,Portfolio Review,Pending
671,9597,2024-12-01,Issue Resolution,Open
672,8664,2025-02-06,Account Opening,Closed
673,6448,2025-03-29,Account Opening,Open
674,7239,2025-07-15,Portfolio Review,Closed
675,9134,2025-01-11,Account Opening,Pending
676,1661,2023-12-28,Account Opening,Closed
677,2849,2023-09-24,Account Opening,Pending
678,9305,2024-12-13,Portfolio Review,Closed
679,5189,2024-04-19,Account Opening,Open
680,7803,2024-03-26,Account Opening,Open
681,2349,2025-07-17,Account Opening,Closed
682,4979,2024-01-07,Issue Resolution,Closed
683,5623,2024-12-29,Issue Resolution,Pending
684,9466,2024-01-25,Portfolio Review,Open
685,1416,2024-05-01,Portfolio Review,Closed
686,931,2025-06-22,Issue Resolution,Closed
687,6026,2025-05-26,Issue Resolution,Open
688,801,2025-04-04,Account Opening,Pending
689,6101,2025-03-20,Issue Resolution,Open
690,838,2023-11-03,Portfolio Review,Pending
691,8387,2024-10-08,Issue Resolution,Closed
692,5427,2025-04-20,Account Opening,Closed
693,2576,2024-06-17,Account Opening,Pending
694,6147,2025-07-20,Issue Resolution,Closed
695,5847,2024-10-17,Issue Resolution,Open
696,6571,2024-06-28,Portfolio Review,Pending
697,3754,2023-08-14,Account Opening,Pending
698,985,2025-05-23,Account Opening,Closed
699,5864,2023-10-07,Issue Resolution,Open
700,699,2024-03-13,Issue Resolution,Closed
701,3789,2023-10-26,Issue Resolution,Pending
702,2261,2025-04-10,Portfolio Review,Open
703,8931,2024-04-14,Account Opening,Open
704,2308,2024-01-18,Account Opening,Closed
705,5202,2025-02-07,Account Opening,Pending
706,6163,2025-01-08,Portfolio Review,Open
707,5396,2024-10-02,Portfolio Review,Open
708,9846,2023-08-31,Issue Resolution,Closed
709,9446,2025-03-10,Issue Resolution,Pending
710,6617,2024-10-07,Account Opening,Open
711,8877,2025-02-17,Portfolio Review,Open
712,3206,2024-06-18,Issue Resolution,Closed
713,4118,2024-06-06,Portfolio Review,Open
714,9599,2024-10-26,Account Opening,Open
715,6626,2023-10-04,Issue Resolution,Pending
716,7229,2023-09-22,Issue Resolution,Closed
717,3740,2025-02-23,Issue Resolution,Closed
718,8644,2024-10-16,Issue Resolution,Pending
719,238,2024-10-24,Issue Resolution,Open
720,1510,2025-06-01,Account Opening,Closed
721,9290,2024-09-24,Account Opening,Open
722,1097,2023-08-20,Issue Resolution,Open
723,6485,2025-04-07,Portfolio Review,Closed
724,1344,2025-04-30,Account Opening,Pending
725,8704,2023-07-29,Issue Resolution,Pending
726,317,2025-01-10,Account Opening,Pending
727,344,2023-08-18,Issue Resolution,Pending
728,8824,2025-04-02,Portfolio Review,Pending
729,1079,2025-01-22,Account Opening,Pending
730,9212,2025-01-17,Portfolio Review,Closed
731,1839,2025-07-27,Account Opening,Closed
732,2151,2024-04-24,Issue Resolution,Pending
733,7000,2024-04-14,Account Opening,Closed
734,378,2023-11-12,Portfolio Review,Open
735,1040,2024-12-29,Account Opening,Closed
736,4280,2024-07-14,Portfolio Review,Closed
737,8336,2024-10-03,Issue Resolution,Pending
738,8454,2023-12-23,Portfolio Review,Closed
739,1901,2024-01-17,Portfolio Review,Pending
740,9491,2023-09-15,Portfolio Review,Closed
741,8110,2025-04-11,Portfolio Review,Open
742,2427,2025-03-15,Portfolio Review,Open
743,5007,2024-10-20,Issue Resolution,Pending
744,9266,2025-06-05,Issue Resolution,Closed
745,2935,2024-03-01,Portfolio Review,Pending
746,1675,2023-09-28,Account Opening,Open
747,4050,2024-07-02,Portfolio Review,Closed
748,9127,2024-02-11,Issue Resolution,Open
749,2099,2024-06-24,Portfolio Review,Open
750,1124,2024-08-10,Issue Resolution,Open
751,6101,2025-05-23,Account Opening,Pending
752,6664,2024-12-13,Account Opening,Pending
753,4280,2024-12-03,Portfolio Review,Open
754,6613,2023-12-06,Issue Resolution,Pending
755,7748,2024-05-06,Portfolio Review,Pending
756,6221,2025-03-07,Issue Resolution,Closed
757,5290,2025-07-23,Portfolio Review,Pending
758,9940,2023-09-10,Portfolio Review,Closed
759,739,2025-05-05,Issue Resolution,Pending
760,9470,2024-05-05,Account Opening,Closed
761,2510,2024-04-15,Portfolio Review,Open
762,7376,2025-06-19,Portfolio Review,Closed
763,6390,2023-09-29,Portfolio Review,Closed
764,1778,2023-12-19,Issue Resolution,Open
765,5523,2025-03-22,Account Opening,Pending
766,4978,2024-02-19,Portfolio Review,Open
767,9273,2025-06-30,Portfolio Review,Open
768,9642,2025-03-24,Portfolio Review,Closed
769,2230,2025-07-09,Portfolio Review,Closed
770,9568,2025-06-21,Account Opening,Open
771,3544,2024-08-04,Issue Resolution,Open
772,428,2024-11-27,Portfolio Review,Closed
773,1492,2024-06-07,Issue Resolution,Closed
774,2234,2024-08-18,Issue Resolution,Open
775,6283,2023-11-28,Account Opening,Pending
776,9075,2024-03-31,Issue Resolution,Open
777,4436,2024-01-26,Account Opening,Pending
778,9913,2024-12-28,Issue Resolution,Closed
779,5483,2024-12-03,Account Opening,Pending
780,1305,2025-01-14,Portfolio Review,Closed
781,5880,2024-12-06,Issue Resolution,Open
782,95,2024-10-08,Issue Resolution,Open
783,3887,2025-06-28,Issue Resolution,Pending
784,127,2024-07-05,Issue Resolution,Pending
785,9781,2025-03-29,Issue Resolution,Pending
786,5347,2024-09-28,Account Opening,Pending
787,7221,2024-02-14,Issue Resolution,Open
788,6922,2024-04-05,Account Opening,Pending
789,8971,2024-02-29,Portfolio Review,Closed
790,9826,2025-05-11,Account Opening,Open
791,4420,2025-06-02,Issue Resolution,Pending
792,3174,2023-12-10,Issue Resolution,Pending
793,1557,2023-10-22,Account Opening,Pending
794,9888,2024-05-11,Portfolio Review,Open
795,6521,2024-03-28,Portfolio Review,Closed
796,1429,2023-12-21,Account Opening,Pending
797,4428,2025-03-21,Issue Resolution,Pending
798,2951,2025-04-25,Portfolio Review,Pending
799,390,2024-04-15,Portfolio Review,Open
800,5868,2024-03-22,Issue Resolution,Pending
801,2829,2025-06-07,Account Opening,Closed
802,2759,2025-06-14,Portfolio Review,Open
803,9713,2024-08-03,Issue Resolution,Closed
804,7567,2024-12-14,Issue Resolution,Open
805,3450,2023-09-10,Issue Resolution,Pending
806,9498,2024-09-12,Issue Resolution,Open
807,8715,2023-09-01,Portfolio Review,Open
808,8152,2025-06-19,Account Opening,Closed
809,7327,2025-01-07,Account Opening,Pending
810,6112,2024-10-04,Account Opening,Open
811,1431,2023-10-13,Issue Resolution,Open
812,8620,2025-03-25,Account Opening,Pending
813,8282,2023-11-05,Issue Resolution,Closed
814,5766,2024-11-27,Account Opening,Closed
815,3066,2025-07-28,Issue Resolution,Closed
816,4349,2025-07-17,Portfolio Review,Pending
817,9974,2024-03-22,Issue Resolution,Pending
818,8603,2025-07-16,Account Opening,Closed
819,8638,2024-06-30,Portfolio Review,Pending
820,4384,2023-10-24,Issue Resolution,Pending
821,3411,2025-07-25,Account Opening,Closed
822,592,2024-01-05,Issue Resolution,Open
823,4176,2023-10-10,Issue Resolution,Closed
824,5413,2025-04-16,Account Opening,Pending
825,834,2024-05-13,Portfolio Review,Pending
826,8009,2025-02-16,Portfolio Review,Pending
827,5094,2023-08-02,Account Opening,Pending
828,3652,2025-05-16,Portfolio Review,Open
829,8515,2024-02-22,Portfolio Review,Closed
830,615,2025-07-12,Account Opening,Open
831,2453,2024-09-13,Account Opening,Pending
832,3898,2025-04-10,Portfolio Review,Open
833,7132,2025-05-06,Account Opening,Open
834,2575,2023-09-11,Account Opening,Open
835,6400,2025-04-28,Account Opening,Closed
836,1297,2025-01-18,Account Opening,Closed
837,3304,2025-01-05,Account Opening,Open
838,4031,2024-09-22,Issue Resolution,Closed
839,1567,2024-02-01,Issue Resolution,Pending
840,9409,2024-06-29,Account Opening,Open
841,8149,2024-09-15,Issue Resolution,Open
842,6914,2024-03-20,Portfolio Review,Closed
843,3773,2023-08-15,Account Opening,Pending
844,9617,2024-04-10,Issue Resolution,Closed
845,3545,2023-12-22,Portfolio Review,Pending
846,3589,2024-08-13,Portfolio Review,Pending
847,9431,2023-10-24,Account Opening,Closed
848,6238,2025-07-27,Portfolio Review,Open
849,5482,2024-12-21,Issue Resolution,Open
850,7828,2023-10-18,Account Opening,Closed
851,1504,2024-12-08,Account Opening,Open
852,8171,2024-05-13,Issue Resolution,Open
853,7901,2024-08-02,Portfolio Review,Pending
854,1066,2024-07-14,Portfolio Review,Closed
855,3582,2024-07-28,Account Opening,Open
856,2844,2024-01-13,Account Opening,Pending
857,5634,2024-04-12,Issue Resolution,Open
858,5975,2024-02-15,Portfolio Review,Pending
859,881,2023-12-29,Account Opening,Closed
860,9232,2024-10-29,Issue Resolution,Open
861,1827,2025-03-25,Account Opening,Open
862,303,2024-03-01,Portfolio Review,Open
863,64,2024-01-12,Account Opening,Closed
864,9670,2023-10-28,Portfolio Review,Open
865,5175,2023-12-12,Portfolio Review,Open
866,8356,2024-01-29,Issue Resolution,Open
867,5559,2024-08-10,Portfolio Review,Open
868,8447,2025-04-28,Issue Resolution,Open
869,8973,2025-06-22,Portfolio Review,Pending
870,8685,2024-11-01,Portfolio Review,Open
871,8599,2024-07-10,Account Opening,Closed
872,8111,2024-03-02,Account Opening,Open
873,4960,2024-09-16,Account Opening,Open
874,3821,2025-02-22,Issue Resolution,Open
875,316,2024-07-24,Portfolio Review,Pending
876,9582,2024-12-07,Issue Resolution,Pending
877,2230,2024-10-14,Account Opening,Open
878,3112,2023-12-19,Account Opening,Open
879,663,2024-08-25,Portfolio Review,Closed
880,4105,2024-04-11,Account Opening,Pending
881,2249,2025-03-12,Account Opening,Open
882,2120,2025-02-24,Account Opening,Open
883,8529,2024-11-02,Portfolio Review,Pending
884,6557,2023-12-11,Account Opening,Closed
885,9002,2024-12-04,Account Opening,Closed
886,5848,2023-11-06,Issue Resolution,Pending
887,5822,2024-12-26,Portfolio Review,Open
888,8408,2024-06-29,Portfolio Review,Open
889,8986,2025-06-19,Portfolio Review,Closed
890,1851,2023-11-18,Account Opening,Closed
891,517,2024-05-21,Issue Resolution,Pending
892,9207,2024-06-08,Account Opening,Pending
893,7791,2025-01-06,Portfolio Review,Closed
894,1098,2025-07-05,Account Opening,Open
895,4462,2024-12-22,Issue Resolution,Closed
896,8056,2024-06-30,Account Opening,Closed
897,5208,2024-07-03,Account Opening,Pending
898,1476,2024-12-19,Portfolio Review,Pending
899,2495,2024-01-31,Issue Resolution,Closed
900,7107,2025-02-26,Portfolio Review,Closed
901,7739,2023-12-21,Issue Resolution,Open
902,1638,2025-02-16,Account Opening,Open
903,4544,2023-09-01,Issue Resolution,Open
904,2852,2024-09-17,Portfolio Review,Closed
905,7986,2023-11-20,Account Opening,Pending
906,4117,2025-04-08,Account Opening,Pending
907,7308,2024-07-22,Account Opening,Open
908,5435,2024-05-21,Issue Resolution,Closed
909,8193,2023-10-17,Issue Resolution,Pending
910,5689,2024-01-16,Issue Resolution,Closed
911,5845,2025-04-26,Account Opening,Pending
912,5318,2025-03-16,Issue Resolution,Open
913,1569,2025-06-01,Account Opening,Open
914,2055,2024-05-14,Account Opening,Open
915,5574,2024-07-12,Account Opening,Pending
916,9450,2024-04-04,Issue Resolution,Closed
917,5514,2025-05-29,Account Opening,Closed
918,5276,2023-09-15,Account Opening,Pending
919,4941,2023-09-10,Portfolio Review,Open
920,8619,2024-02-04,Account Opening,Open
921,2975,2024-01-13,Portfolio Review,Closed
922,5450,2025-02-06,Portfolio Review,Pending
923,2911,2025-02-27,Issue Resolution,Closed
924,7321,2023-08-12,Portfolio Review,Pending
925,571,2023-10-21,Issue Resolution,Pending
926,6215,2024-10-10,Portfolio Review,Closed
927,4059,2023-08-21,Account Opening,Closed
928,3692,2024-05-06,Portfolio Review,Open
929,2559,2024-01-19,Portfolio Review,Open
930,7239,2024-06-13,Account Opening,Closed
931,9091,2025-04-24,Issue Resolution,Closed
932,1284,2024-02-17,Portfolio Review,Pending
933,1125,2023-10-10,Portfolio Review,Closed
934,8744,2024-08-07,Account Opening,Closed
935,8660,2024-02-27,Issue Resolution,Open
936,978,2024-09-23,Issue Resolution,Pending
937,5949,2023-10-13,Issue Resolution,Open
938,122,2024-03-07,Account Opening,Pending
939,7285,2024-01-17,Account Opening,Open
940,5945,2025-05-18,Portfolio Review,Open
941,6031,2024-03-28,Account Opening,Pending
942,6489,2024-06-25,Portfolio Review,Pending
943,3583,2024-02-16,Issue Resolution,Open
944,4885,2023-10-19,Account Opening,Closed
945,556,2023-10-22,Account Opening,Open
946,6037,2024-06-04,Issue Resolution,Closed
947,9949,2025-03-05,Portfolio Review,Pending
948,175,2024-04-16,Issue Resolution,Closed
949,6205,2025-04-16,Issue Resolution,Closed
950,7058,2025-03-27,Issue Resolution,Pending
951,9423,2023-08-28,Issue Resolution,Pending
952,125,2025-07-09,Portfolio Review,Pending
953,6933,2025-07-15,Portfolio Review,Open
954,5718,2024-08-03,Portfolio Review,Closed
955,5548,2024-05-14,Portfolio Review,Open
956,3345,2024-08-02,Portfolio Review,Open
957,854,2024-04-16,Portfolio Review,Open
958,3699,2023-12-10,Account Opening,Pending
959,844,2023-10-12,Issue Resolution,Closed
960,7245,2023-10-31,Portfolio Review,Pending
961,8321,2023-09-26,Issue Resolution,Closed
962,3993,2024-11-06,Portfolio Review,Open
963,983,2025-07-14,Account Opening,Pending
964,6455,2024-01-21,Account Opening,Pending
965,6778,2024-08-03,Account Opening,Closed
966,9745,2025-03-08,Issue Resolution,Open
967,822,2024-04-25,Portfolio Review,Closed
968,6631,2023-09-30,Account Opening,Pending
969,3521,2024-05-11,Account Opening,Open
970,176,2024-03-22,Account Opening,Closed
971,6518,2024-02-18,Issue Resolution,Pending
972,6235,2024-06-23,Account Opening,Pending
973,583,2023-09-17,Issue Resolution,Open
974,80,2024-03-21,Account Opening,Closed
975,3239,2025-06-13,Account Opening,Closed
976,1863,2024-03-22,Account Opening,Pending
977,7911,2024-02-06,Portfolio Review,Closed
978,7029,2025-05-07,Portfolio Review,Closed
979,2667,2024-03-01,Portfolio Review,Closed
980,989,2024-08-22,Issue Resolution,Closed
981,8768,2024-08-12,Portfolio Review,Closed
982,8801,2023-12-21,Account Opening,Closed
983,5177,2024-04-25,Portfolio Review,Pending
984,1381,2024-04-15,Portfolio Review,Closed
985,5654,2024-05-30,Issue Resolution,Closed
986,3799,2024-12-20,Account Opening,Open
987,8373,2024-08-19,Account Opening,Pending
988,7110,2025-01-24,Portfolio Review,Closed
989,4726,2023-09-21,Issue Resolution,Open
990,3917,2024-10-17,Issue Resolution,Closed
991,1391,2024-08-31,Account Opening,Pending
992,6043,2023-12-21,Issue Resolution,Pending
993,6579,2024-03-18,Portfolio Review,Pending
994,1501,2024-03-18,Account Opening,Open
995,9126,2023-10-04,Issue Resolution,Pending
996,4575,2025-01-22,Issue Resolution,Open
997,7507,2025-05-29,Issue Resolution,Open
998,8970,2024-09-22,Issue Resolution,Closed
999,4371,2023-11-05,Portfolio Review,Pending
1000,9310,2025-06-16,Portfolio Review,Open
1001,5698,2024-10-10,Portfolio Review,Closed
1002,7102,2024-08-25,Issue Resolution,Closed
1003,8016,2023-08-31,Issue Resolution,Open
1004,7320,2023-08-13,Portfolio Review,Closed
1005,2896,2024-08-04,Issue Resolution,Closed
1006,7172,2024-06-02,Account Opening,Pending
1007,447,2023-10-05,Portfolio Review,Open
1008,5186,2024-04-22,Issue Resolution,Open
1009,3042,2024-11-13,Account Opening,Open
1010,3107,2025-07-17,Account Opening,Closed
1011,7753,2024-05-27,Issue Resolution,Closed
1012,364,2024-12-28,Account Opening,Closed
1013,3922,2023-11-04,Account Opening,Pending
1014,7047,2024-07-11,Portfolio Review,Pending
1015,3735,2023-10-25,Issue Resolution,Closed
1016,5153,2025-07-23,Portfolio Review,Open
1017,4532,2024-12-18,Issue Resolution,Pending
1018,5189,2025-01-18,Account Opening,Closed
1019,7632,2024-07-06,Issue Resolution,Open
1020,7199,2023-10-31,Account Opening,Closed
1021,1695,2025-01-23,Issue Resolution,Pending
1022,4719,2024-02-10,Portfolio Review,Pending
1023,1335,2025-04-21,Portfolio Review,Pending
1024,7809,2025-05-17,Account Opening,Pending
1025,7897,2023-11-26,Account Opening,Closed
1026,2306,2024-07-17,Issue Resolution,Closed
1027,723,2024-03-21,Issue Resolution,Pending
1028,2828,2024-07-26,Account Opening,Closed
1029,4307,2025-06-28,Portfolio Review,Open
1030,6974,2023-09-19,Portfolio Review,Pending
1031,2897,2024-02-12,Portfolio Review,Open
1032,942,2025-05-21,Account Opening,Pending
1033,2342,2024-08-05,Account Opening,Open
1034,4035,2025-02-13,Issue Resolution,Closed
1035,4835,2023-11-26,Issue Resolution,Closed
1036,1711,2024-08-18,Issue Resolution,Closed
1037,4628,2024-07-10,Portfolio Review,Open
1038,5538,2024-05-19,Portfolio Review,Open
1039,4254,2025-02-10,Portfolio Review,Closed
1040,2716,2024-02-16,Account Opening,Closed
1041,6134,2024-11-20,Portfolio Review,Open
1042,4039,2025-07-02,Account Opening,Closed
1043,4338,2025-05-23,Account Opening,Open
